Speed_kmh,Acceleration_ms2,Braking_Pattern,Distance_Driven_km,Location_History,Vehicle_Make,Vehicle_Model,Vehicle_Year,Safety_Features,Past_Claims,Previous_Policy_Lapses,Accident_History,Road_Conditions,Weather_Data,Traffic_Congestion,Current_Premium,Policy_Type,Deductibles,Dynamic_Premium
91,3.1,Smooth,2433,Highway,Honda,Hatchback,2011,Standard,0,1,None,Poor,Clear,Moderate,46704,Comprehensive,2097,127658
68,2.58,Harsh,23861,Suburban,BMW,Coupe,2011,Basic,1,1,Major,Poor,Clear,Low,12538,Third-Party,3010,31481
112,0.55,Moderate,14467,Rural,Toyota,Hatchback,2015,Standard,1,0,Minor,Poor,Fog,Low,8381,Pay-As-You-Drive,4665,18199
61,1.18,Smooth,11223,Highway,Chevrolet,Hatchback,2007,Standard,1,1,None,Moderate,Snow,Low,19696,Third-Party,3293,41416
117,2.63,Moderate,17012,Highway,Chevrolet,Hatchback,2019,Standard,3,2,None,Poor,Clear,Low,13515,Third-Party,969,45039
54,2.49,Moderate,6324,Highway,Chevrolet,Coupe,2010,Basic,1,1,None,Good,Clear,Low,15031,Third-Party,2119,35643
48,3.52,Moderate,25620,Highway,Mercedes,Hatchback,2017,Standard,1,0,None,Good,Clear,Moderate,32802,Pay-As-You-Drive,3348,78038
99,2.34,Moderate,6660,Highway,Chevrolet,Truck,2011,Standard,2,0,None,Good,Snow,Moderate,8064,Third-Party,1659,21042
77,1.88,Smooth,15037,Highway,Toyota,Sedan,2000,Basic,3,0,Major,Moderate,Clear,Low,25641,Comprehensive,1770,61832
32,1.04,Moderate,27871,Urban,Toyota,SUV,2020,Standard,2,0,Minor,Good,Clear,Low,45450,Third-Party,3455,78432
105,0.76,Moderate,29600,Urban,Tesla,Hatchback,2017,Standard,1,2,None,Good,Rain,Moderate,9899,Comprehensive,1813,25396
118,2.05,Smooth,29010,Suburban,Ford,SUV,2000,Basic,2,1,None,Moderate,Snow,Moderate,7900,Pay-As-You-Drive,3157,22871
103,3.84,Smooth,8791,Rural,Tesla,Coupe,2022,Standard,2,1,None,Moderate,Fog,Low,12125,Pay-As-You-Drive,4086,39036
104,3.04,Smooth,22928,Suburban,Honda,Coupe,2017,Standard,0,2,None,Good,Snow,Low,25598,Third-Party,3324,77450
49,3.57,Moderate,6478,Suburban,Toyota,Convertible,2000,Standard,2,2,None,Moderate,Clear,Low,10333,Pay-As-You-Drive,4272,29974
105,1.08,Harsh,2512,Urban,Ford,SUV,2019,Standard,3,0,None,Good,Rain,Moderate,41098,Comprehensive,4975,100516
86,1.68,Moderate,11812,Urban,Chevrolet,Coupe,2010,Standard,4,2,None,Good,Rain,Low,21357,Third-Party,2403,62733
94,0.69,Smooth,7116,Suburban,Ford,SUV,2002,Advanced,3,2,None,Good,Clear,Moderate,16913,Pay-As-You-Drive,4286,44903
52,2.68,Smooth,10788,Suburban,Ford,Sedan,2005,Basic,4,2,Minor,Poor,Clear,Moderate,35679,Pay-As-You-Drive,4394,103605
36,2.07,Harsh,28168,Suburban,Tesla,Sedan,2010,Standard,4,0,None,Good,Rain,Moderate,40936,Third-Party,2959,90751
97,2.38,Smooth,2329,Highway,Honda,Truck,2009,Standard,1,2,Major,Moderate,Fog,High,12485,Comprehensive,4485,36248
40,3.42,Smooth,20630,Suburban,Toyota,SUV,2009,Basic,0,2,None,Poor,Rain,Low,14189,Comprehensive,2541,36728
91,1.27,Moderate,24100,Rural,Chevrolet,Sedan,2020,Basic,4,1,None,Good,Clear,High,17732,Pay-As-You-Drive,3895,47432
89,2.88,Smooth,8508,Highway,Chevrolet,Convertible,2006,Basic,0,0,Minor,Moderate,Clear,Moderate,35185,Third-Party,1462,86585
43,2.83,Smooth,14030,Highway,BMW,Hatchback,2000,Standard,4,2,None,Good,Clear,Moderate,19468,Pay-As-You-Drive,4241,55777
104,0.79,Harsh,21044,Highway,BMW,Sedan,2008,Standard,2,1,None,Good,Clear,Moderate,34248,Third-Party,1452,84396
61,1.15,Smooth,2122,Suburban,Chevrolet,Convertible,2000,Standard,1,1,None,Moderate,Clear,Low,27823,Third-Party,2585,58296
41,3.7,Harsh,24285,Highway,Ford,SUV,2007,Standard,4,0,None,Good,Clear,Moderate,17946,Comprehensive,4443,47873
94,3.72,Moderate,595,Suburban,BMW,Convertible,2020,Standard,1,2,Minor,Good,Clear,Low,35784,Pay-As-You-Drive,3495,114943
114,1.2,Smooth,12201,Suburban,Ford,Sedan,2006,Standard,2,0,Minor,Good,Fog,Low,35207,Comprehensive,3330,86217
62,2.83,Smooth,27708,Highway,Chevrolet,Truck,2014,Standard,1,1,Major,Good,Clear,Low,16709,Third-Party,4846,42158
37,3.2,Smooth,18440,Urban,Mercedes,Sedan,2003,Standard,0,2,None,Moderate,Clear,Moderate,9874,Comprehensive,4546,24771
99,2.52,Harsh,3332,Highway,Honda,Truck,2001,Standard,0,0,None,Good,Fog,Moderate,16513,Pay-As-You-Drive,4411,40535
81,2.8,Moderate,26956,Rural,Chevrolet,Convertible,2023,Standard,4,2,Minor,Moderate,Clear,Moderate,12060,Third-Party,4927,38297
83,0.91,Moderate,22354,Suburban,Chevrolet,Convertible,2022,Standard,0,1,None,Good,Snow,Low,20850,Third-Party,2365,44204
81,0.85,Moderate,2089,Suburban,Chevrolet,Truck,2019,Basic,4,2,None,Good,Clear,Low,8413,Pay-As-You-Drive,780,22619
77,3.62,Smooth,18911,Urban,Ford,Truck,2016,Basic,4,1,Major,Good,Clear,High,33088,Third-Party,3333,104077
86,2.25,Smooth,27383,Suburban,Mercedes,Sedan,2017,Basic,3,2,None,Good,Clear,Moderate,46147,Pay-As-You-Drive,1081,137531
119,3.12,Smooth,1675,Urban,Tesla,SUV,2022,Basic,0,1,Major,Good,Fog,Low,32686,Third-Party,1484,97132
96,1.65,Smooth,6807,Highway,Mercedes,SUV,2001,Standard,3,2,None,Moderate,Clear,Moderate,20957,Pay-As-You-Drive,2452,61027
43,3.71,Moderate,1090,Urban,Mercedes,Hatchback,2008,Standard,3,1,None,Moderate,Clear,Low,9993,Pay-As-You-Drive,1877,27845
90,2.77,Moderate,13111,Rural,Tesla,Hatchback,2005,Basic,4,2,Minor,Poor,Fog,Moderate,34825,Pay-As-You-Drive,3584,112960
42,1.28,Smooth,14705,Suburban,BMW,Coupe,2003,Advanced,4,1,None,Poor,Clear,Moderate,46925,Third-Party,3302,106510
82,3.19,Smooth,20988,Urban,Chevrolet,Coupe,2001,Advanced,0,1,Minor,Poor,Snow,Moderate,38469,Pay-As-You-Drive,629,103122
36,1.03,Moderate,3752,Highway,Toyota,Convertible,2014,Advanced,1,2,None,Moderate,Snow,Low,24302,Third-Party,3629,49983
96,3.53,Moderate,19685,Highway,Tesla,Sedan,2000,Standard,2,1,None,Good,Clear,Low,5838,Pay-As-You-Drive,4785,17998
60,1.45,Smooth,23043,Suburban,Chevrolet,SUV,2003,Standard,4,0,Minor,Moderate,Clear,Moderate,42787,Comprehensive,2700,96823
77,2.66,Moderate,18999,Suburban,Tesla,Coupe,2021,Standard,2,1,None,Good,Rain,Moderate,14584,Pay-As-You-Drive,3923,39465
34,1.7,Harsh,15438,Urban,Ford,Hatchback,2009,Standard,4,2,None,Good,Clear,Low,17474,Pay-As-You-Drive,2632,43851
74,1.37,Smooth,28202,Highway,Mercedes,Sedan,2000,Advanced,2,0,Major,Moderate,Clear,Low,34234,Third-Party,4030,73878
31,1.11,Moderate,12628,Rural,Chevrolet,Sedan,2013,Advanced,3,1,None,Good,Rain,Low,6153,Comprehensive,2707,12524
68,0.93,Harsh,1090,Urban,Ford,Sedan,2020,Advanced,3,1,None,Good,Clear,Moderate,44317,Third-Party,4113,101881
38,3.31,Moderate,17396,Highway,BMW,Truck,2012,Standard,3,1,None,Good,Clear,Low,24366,Pay-As-You-Drive,1422,64453
85,2.14,Smooth,18133,Highway,BMW,Truck,2007,Basic,0,2,None,Good,Clear,High,14161,Comprehensive,3272,37448
31,1.21,Moderate,6488,Suburban,Mercedes,Convertible,2022,Advanced,3,1,None,Good,Rain,Low,26090,Comprehensive,3343,53773
117,0.85,Smooth,7595,Highway,Honda,Sedan,2013,Advanced,2,2,None,Moderate,Fog,Moderate,20160,Third-Party,2978,56188
69,2.34,Smooth,25799,Highway,Toyota,Convertible,2006,Standard,1,2,Minor,Moderate,Rain,Moderate,21829,Pay-As-You-Drive,3431,58063
32,2.48,Moderate,11013,Rural,Mercedes,Sedan,2009,Basic,3,0,None,Moderate,Clear,High,42085,Comprehensive,4918,92021
113,3.3,Moderate,25677,Suburban,Honda,Sedan,2005,Standard,1,2,None,Poor,Clear,Moderate,23022,Pay-As-You-Drive,2713,75198
90,2.87,Harsh,5935,Highway,Mercedes,SUV,2021,Standard,1,2,None,Good,Rain,Moderate,15868,Pay-As-You-Drive,906,47086
105,1.93,Moderate,10883,Highway,Mercedes,Coupe,2009,Standard,1,2,None,Moderate,Clear,Low,30135,Pay-As-You-Drive,1380,86102
83,1.17,Smooth,9007,Suburban,Mercedes,Sedan,2006,Basic,4,1,None,Poor,Clear,Moderate,20987,Pay-As-You-Drive,4154,54217
86,2.03,Smooth,2544,Urban,Chevrolet,Truck,2016,Standard,2,0,Major,Poor,Snow,Moderate,11520,Third-Party,2433,27921
85,0.86,Smooth,11983,Urban,Ford,Sedan,2017,Standard,3,1,Minor,Good,Snow,Low,34135,Pay-As-You-Drive,2779,82733
91,1.18,Moderate,10248,Highway,Chevrolet,Sedan,2002,Standard,0,1,None,Good,Clear,Low,27652,Comprehensive,2276,62274
59,0.64,Smooth,22374,Highway,Chevrolet,Hatchback,2018,Standard,1,1,Minor,Moderate,Clear,Low,30911,Pay-As-You-Drive,2210,60302
64,3.2,Smooth,2800,Rural,Ford,Hatchback,2019,Basic,2,2,None,Moderate,Clear,Low,27300,Comprehensive,1386,80054
91,2.69,Moderate,899,Highway,Honda,SUV,2020,Standard,4,1,None,Good,Clear,High,15959,Pay-As-You-Drive,1068,48386
58,1.44,Smooth,9756,Highway,Tesla,Convertible,2011,Advanced,3,0,Minor,Good,Clear,Low,26613,Pay-As-You-Drive,4980,57061
95,2.13,Moderate,10174,Urban,Mercedes,SUV,2006,Advanced,2,1,Minor,Good,Clear,Moderate,48249,Pay-As-You-Drive,1722,131398
112,2.59,Smooth,26135,Rural,Mercedes,Sedan,2010,Basic,3,0,None,Good,Fog,Moderate,11015,Pay-As-You-Drive,2170,31720
70,3.82,Smooth,21632,Urban,Toyota,Hatchback,2000,Advanced,0,0,None,Poor,Clear,High,43638,Third-Party,4249,110747
73,3.18,Smooth,2383,Suburban,Ford,Truck,2002,Standard,0,2,None,Good,Clear,Low,29402,Comprehensive,1342,82448
109,2.66,Moderate,22982,Highway,Honda,Coupe,2000,Basic,0,0,Minor,Poor,Clear,Low,23042,Pay-As-You-Drive,522,59269
68,1.72,Smooth,16243,Suburban,BMW,Sedan,2000,Standard,3,2,None,Good,Rain,High,19280,Pay-As-You-Drive,829,51991
74,1.0,Smooth,5777,Highway,Tesla,Sedan,2001,Standard,1,0,None,Moderate,Clear,Moderate,36114,Comprehensive,3174,71000
100,3.39,Harsh,2216,Highway,Chevrolet,Convertible,2001,Standard,1,0,None,Moderate,Clear,Low,24237,Comprehensive,2975,67395
33,3.59,Moderate,3346,Rural,Chevrolet,Truck,2001,Basic,3,1,Major,Moderate,Clear,Moderate,38931,Pay-As-You-Drive,764,104021
78,0.59,Moderate,17775,Suburban,Mercedes,Sedan,2020,Advanced,0,2,None,Good,Clear,High,36062,Third-Party,1409,79215
83,2.65,Smooth,22615,Urban,Chevrolet,Sedan,2017,Standard,2,2,Major,Poor,Rain,High,19395,Comprehensive,663,57304
30,2.03,Smooth,11441,Suburban,Honda,Coupe,2004,Basic,0,1,Major,Good,Clear,Low,36100,Third-Party,3082,70697
59,1.43,Smooth,27980,Rural,BMW,Truck,2004,Basic,0,1,None,Good,Clear,High,49833,Third-Party,3457,102135
39,0.61,Moderate,24520,Suburban,Ford,SUV,2002,Basic,0,0,Minor,Good,Clear,Moderate,8086,Third-Party,1921,11940
67,3.68,Smooth,16199,Rural,Toyota,Coupe,2014,Standard,3,1,None,Poor,Clear,Low,13323,Third-Party,4162,39677
69,1.89,Smooth,22867,Suburban,Chevrolet,Hatchback,2012,Basic,1,0,None,Poor,Clear,Moderate,13709,Comprehensive,3682,29434
100,1.76,Smooth,19722,Suburban,Ford,Truck,2014,Standard,3,0,None,Good,Clear,Moderate,38097,Comprehensive,710,98000
114,1.77,Moderate,8716,Highway,Ford,Truck,2009,Standard,4,0,None,Good,Clear,Low,30856,Third-Party,1936,86131
90,2.84,Smooth,23204,Rural,Tesla,Hatchback,2004,Advanced,0,1,Major,Moderate,Clear,Moderate,10639,Third-Party,2860,28297
70,1.82,Moderate,4213,Rural,Honda,Truck,2006,Advanced,2,0,None,Moderate,Rain,Moderate,18166,Comprehensive,2177,40651
40,1.35,Smooth,19116,Urban,Chevrolet,Convertible,2011,Standard,4,1,None,Moderate,Fog,High,22758,Pay-As-You-Drive,2553,51668
96,3.4,Smooth,26560,Urban,Honda,Truck,2009,Standard,4,1,None,Poor,Rain,Moderate,28772,Comprehensive,3473,93488
43,3.55,Moderate,14303,Rural,Honda,Truck,2012,Standard,1,2,None,Poor,Clear,Moderate,45606,Third-Party,2495,125241
38,1.91,Smooth,17742,Urban,Mercedes,Convertible,2021,Advanced,4,0,None,Poor,Clear,Low,17399,Comprehensive,4566,38156
44,2.66,Moderate,16482,Suburban,Ford,Coupe,2009,Standard,3,0,None,Good,Clear,Low,28677,Pay-As-You-Drive,4666,66835
37,0.52,Smooth,16035,Rural,BMW,Truck,2009,Standard,1,0,Minor,Moderate,Snow,Low,8029,Third-Party,3713,12342
66,3.57,Moderate,552,Rural,BMW,Hatchback,2021,Basic,4,0,None,Good,Fog,High,45074,Third-Party,4108,128172
57,3.81,Smooth,15099,Highway,Ford,Sedan,2022,Basic,2,2,None,Poor,Rain,High,49434,Third-Party,2164,149649
87,1.11,Smooth,6007,Suburban,Mercedes,SUV,2001,Standard,2,1,None,Good,Snow,High,22543,Pay-As-You-Drive,1679,54135
98,2.39,Smooth,6814,Urban,Toyota,Sedan,2015,Basic,3,2,None,Moderate,Rain,Moderate,20893,Pay-As-You-Drive,2969,65047
48,3.65,Smooth,14351,Suburban,Tesla,Truck,2009,Basic,4,2,None,Good,Clear,Moderate,33375,Pay-As-You-Drive,3400,103895
40,1.51,Smooth,3262,Suburban,Ford,Coupe,2014,Basic,4,1,None,Moderate,Clear,Low,38067,Comprehensive,3889,87979
30,3.69,Moderate,25553,Highway,Mercedes,Truck,2010,Standard,0,2,None,Good,Clear,Low,36603,Comprehensive,3032,94132
98,3.27,Smooth,21711,Suburban,BMW,Coupe,2001,Advanced,0,0,Major,Good,Clear,Low,6026,Third-Party,3310,15869
45,2.73,Moderate,28325,Urban,Ford,SUV,2004,Standard,2,0,None,Moderate,Fog,High,29653,Pay-As-You-Drive,1245,66967
87,3.67,Smooth,27948,Highway,Chevrolet,Sedan,2023,Standard,4,2,Minor,Good,Snow,Moderate,11170,Comprehensive,2203,38439
52,0.81,Moderate,8898,Urban,Chevrolet,SUV,2014,Standard,2,0,Major,Poor,Clear,Low,45690,Comprehensive,1443,83842
35,1.09,Smooth,2924,Rural,Honda,Truck,2015,Standard,3,2,Minor,Moderate,Rain,Moderate,11076,Pay-As-You-Drive,1934,25071
115,3.22,Moderate,21152,Highway,BMW,Hatchback,2003,Basic,0,2,None,Moderate,Clear,Low,29177,Comprehensive,1886,92261
93,3.26,Harsh,24691,Highway,Tesla,Convertible,2002,Standard,2,0,Major,Good,Rain,Low,21985,Comprehensive,1250,61333
44,2.9,Harsh,25428,Rural,Ford,Truck,2003,Advanced,3,0,None,Good,Clear,Moderate,8411,Pay-As-You-Drive,4226,20120
88,3.34,Smooth,22750,Rural,Honda,Convertible,2011,Standard,0,1,Minor,Moderate,Clear,Low,5136,Pay-As-You-Drive,2296,14214
69,1.72,Moderate,13887,Suburban,Mercedes,SUV,2003,Standard,0,1,Minor,Poor,Clear,Moderate,23036,Pay-As-You-Drive,4727,50779
107,0.7,Smooth,2846,Highway,Tesla,Coupe,2023,Advanced,3,2,None,Moderate,Clear,Moderate,42628,Comprehensive,3091,117966
40,1.86,Harsh,28539,Suburban,Mercedes,Coupe,2003,Standard,3,2,Minor,Moderate,Fog,High,41690,Comprehensive,3229,104185
86,1.0,Moderate,7076,Urban,Honda,Convertible,2007,Standard,4,0,None,Good,Clear,Low,31535,Third-Party,1849,74650
43,3.96,Moderate,14746,Rural,Chevrolet,Truck,2013,Advanced,1,2,None,Good,Clear,High,47328,Third-Party,1045,134769
112,3.06,Smooth,22632,Urban,Chevrolet,Convertible,2017,Standard,4,0,None,Good,Clear,Moderate,12380,Comprehensive,3374,38366
82,1.76,Smooth,8738,Urban,Toyota,Convertible,2021,Advanced,4,0,Major,Moderate,Snow,Moderate,28687,Pay-As-You-Drive,4477,72358
98,3.99,Smooth,3521,Urban,Chevrolet,Sedan,2010,Standard,4,0,Minor,Moderate,Snow,High,24495,Third-Party,4344,78711
61,1.68,Smooth,20332,Rural,Chevrolet,SUV,2005,Standard,3,1,None,Moderate,Snow,High,10515,Pay-As-You-Drive,3571,25534
39,1.18,Smooth,4539,Suburban,Honda,Convertible,2001,Standard,1,2,None,Moderate,Clear,Low,17022,Pay-As-You-Drive,1913,36094
53,1.88,Moderate,10302,Highway,Honda,Truck,2016,Advanced,3,1,None,Moderate,Clear,Low,24372,Pay-As-You-Drive,1985,58795
54,0.89,Smooth,4352,Highway,Tesla,Sedan,2019,Basic,4,1,Minor,Poor,Snow,Low,48154,Comprehensive,4840,109470
83,3.89,Smooth,533,Suburban,Toyota,SUV,2004,Standard,2,0,None,Poor,Clear,Low,43040,Comprehensive,2248,123288
64,3.64,Harsh,19529,Suburban,Honda,Coupe,2010,Basic,4,1,Major,Moderate,Snow,Low,21423,Third-Party,1954,65185
90,1.22,Moderate,17147,Highway,BMW,Coupe,2007,Standard,2,2,Minor,Poor,Clear,Low,25189,Third-Party,1049,66892
36,1.69,Harsh,24304,Urban,Tesla,Coupe,2012,Standard,3,0,None,Moderate,Clear,Moderate,29783,Comprehensive,1050,60213
54,1.89,Smooth,10374,Highway,BMW,Coupe,2006,Basic,2,2,None,Good,Rain,Low,38427,Pay-As-You-Drive,2074,96946
85,3.71,Smooth,22861,Highway,Toyota,Truck,2017,Standard,1,0,None,Good,Rain,Low,23448,Pay-As-You-Drive,4418,64159
71,2.54,Smooth,23043,Rural,Ford,SUV,2003,Standard,0,1,Minor,Moderate,Clear,Moderate,10635,Comprehensive,2393,25818
62,2.35,Smooth,29597,Urban,Tesla,Hatchback,2008,Standard,3,1,None,Moderate,Fog,High,20563,Third-Party,4818,53539
50,3.76,Smooth,10472,Rural,Chevrolet,Truck,2011,Basic,1,2,Minor,Poor,Clear,High,9318,Comprehensive,2690,26626
32,3.98,Smooth,26840,Urban,Honda,Hatchback,2021,Basic,0,1,Major,Good,Snow,Moderate,40958,Comprehensive,2728,100857
111,3.1,Smooth,6758,Suburban,Mercedes,Convertible,2006,Basic,3,0,Major,Poor,Clear,Moderate,7972,Third-Party,716,23915
74,2.78,Moderate,7885,Rural,Toyota,Sedan,2018,Standard,2,2,None,Moderate,Rain,High,24904,Third-Party,1171,72510
47,3.82,Smooth,26951,Suburban,Toyota,Hatchback,2023,Standard,1,2,None,Good,Rain,Moderate,37132,Third-Party,2005,105665
95,1.98,Smooth,27715,Suburban,Chevrolet,Truck,2001,Standard,4,0,None,Moderate,Clear,Moderate,39213,Comprehensive,2463,105367
89,3.46,Harsh,14676,Rural,Toyota,SUV,2005,Standard,3,1,Major,Good,Rain,Low,32037,Pay-As-You-Drive,2618,99535
36,1.71,Moderate,4999,Urban,Chevrolet,Sedan,2021,Basic,2,1,None,Good,Snow,Low,42792,Pay-As-You-Drive,4171,90995
44,1.4,Smooth,3461,Highway,Honda,Convertible,2019,Basic,2,2,None,Good,Rain,High,10289,Pay-As-You-Drive,3056,23828
63,2.41,Smooth,6629,Suburban,Tesla,SUV,2011,Advanced,3,0,None,Good,Rain,Low,36259,Third-Party,1112,88044
85,1.55,Moderate,10312,Highway,Mercedes,Coupe,2006,Advanced,4,1,Minor,Moderate,Clear,Low,8588,Comprehensive,3249,23154
76,3.47,Smooth,3878,Highway,Chevrolet,Coupe,2009,Standard,4,2,None,Poor,Fog,High,35098,Third-Party,1804,115878
55,3.42,Moderate,17855,Highway,Tesla,Hatchback,2010,Standard,0,2,None,Moderate,Rain,Moderate,14509,Comprehensive,1430,39358
49,1.01,Smooth,9015,Rural,Mercedes,Convertible,2010,Standard,0,2,None,Moderate,Clear,Moderate,17484,Third-Party,3613,36046
102,1.91,Moderate,8385,Highway,BMW,Hatchback,2017,Basic,2,0,Minor,Good,Fog,Low,13000,Pay-As-You-Drive,2460,32862
66,0.81,Smooth,25754,Suburban,Toyota,Truck,2022,Basic,3,2,Minor,Poor,Clear,Low,37524,Comprehensive,2498,92024
78,3.58,Smooth,15681,Rural,Chevrolet,Truck,2010,Advanced,1,2,Minor,Good,Rain,Low,25629,Comprehensive,3055,78048
55,2.53,Smooth,14836,Highway,Tesla,Truck,2023,Basic,1,2,None,Poor,Clear,Moderate,18509,Comprehensive,2753,47967
69,1.48,Smooth,6489,Rural,Chevrolet,SUV,2010,Standard,1,0,None,Good,Clear,Moderate,44123,Comprehensive,2067,90244
116,2.72,Smooth,26336,Suburban,Toyota,Hatchback,2022,Standard,3,0,None,Moderate,Clear,Moderate,42325,Comprehensive,4009,124703
111,2.59,Moderate,3427,Rural,Ford,Coupe,2012,Standard,3,0,Minor,Good,Clear,Low,41901,Pay-As-You-Drive,3834,120332
44,0.9,Harsh,16017,Highway,Ford,Hatchback,2014,Advanced,3,2,None,Moderate,Clear,Moderate,34323,Third-Party,1434,78663
31,2.67,Smooth,10531,Urban,Toyota,Hatchback,2004,Basic,4,1,None,Good,Clear,Low,33522,Third-Party,3477,84686
59,3.22,Smooth,26815,Urban,Ford,Sedan,2019,Advanced,0,1,None,Moderate,Rain,Moderate,24577,Pay-As-You-Drive,4251,61350
49,2.46,Moderate,24011,Rural,Tesla,Hatchback,2021,Standard,0,2,None,Poor,Clear,High,35052,Comprehensive,2034,84977
69,1.8,Smooth,1357,Rural,Mercedes,Truck,2014,Advanced,2,2,None,Good,Clear,High,42326,Pay-As-You-Drive,1279,111135
102,1.09,Moderate,12700,Highway,Mercedes,Coupe,2012,Basic,1,0,None,Good,Fog,High,7151,Third-Party,4186,15886
53,3.02,Smooth,8045,Urban,Chevrolet,Convertible,2023,Advanced,4,1,None,Good,Fog,High,47002,Comprehensive,3926,131460
44,1.44,Harsh,19147,Rural,BMW,Truck,2005,Advanced,0,0,Major,Good,Rain,Low,30034,Comprehensive,1624,51895
72,2.18,Smooth,21011,Highway,Ford,Convertible,2005,Standard,2,0,None,Good,Clear,Low,29455,Third-Party,2851,69059
119,3.41,Harsh,11258,Suburban,Chevrolet,SUV,2009,Standard,2,1,None,Moderate,Snow,Low,14975,Third-Party,839,48578
53,2.81,Moderate,9101,Highway,Ford,Hatchback,2006,Basic,3,1,None,Moderate,Clear,Low,20272,Third-Party,3409,53619
53,3.66,Harsh,28374,Rural,Chevrolet,Truck,2017,Standard,1,0,None,Good,Rain,Moderate,36640,Comprehensive,4627,90004
110,0.94,Moderate,2079,Suburban,Tesla,Hatchback,2000,Standard,4,0,None,Poor,Rain,Moderate,44526,Pay-As-You-Drive,1116,113659
111,0.79,Moderate,27179,Suburban,Tesla,Convertible,2013,Standard,3,1,None,Good,Clear,Low,42545,Comprehensive,3387,111576
30,0.89,Smooth,24019,Urban,BMW,Sedan,2014,Basic,3,1,None,Moderate,Clear,High,30793,Comprehensive,1033,60752
51,3.68,Smooth,9768,Urban,Mercedes,Sedan,2014,Advanced,2,2,None,Poor,Fog,Moderate,15722,Pay-As-You-Drive,4644,46297
99,0.53,Smooth,7236,Urban,Honda,Truck,2019,Advanced,1,0,None,Good,Clear,Moderate,5284,Third-Party,968,10874
117,2.99,Moderate,21091,Suburban,Tesla,Convertible,2002,Standard,4,2,None,Moderate,Clear,Low,12376,Pay-As-You-Drive,1073,43580
81,2.95,Harsh,27002,Highway,Toyota,Truck,2008,Standard,1,2,None,Moderate,Clear,High,49674,Third-Party,3793,144728
83,2.56,Smooth,20757,Rural,Toyota,Hatchback,2012,Basic,3,2,None,Moderate,Clear,Moderate,47942,Pay-As-You-Drive,1504,145311
60,0.7,Smooth,5963,Suburban,Tesla,Sedan,2009,Standard,4,0,None,Moderate,Clear,High,41234,Pay-As-You-Drive,4375,85510
111,1.26,Smooth,17877,Urban,Mercedes,Sedan,2018,Standard,3,2,None,Good,Clear,High,40380,Comprehensive,3254,118694
105,3.97,Smooth,6300,Highway,Chevrolet,Hatchback,2003,Advanced,2,2,None,Moderate,Clear,Moderate,31220,Comprehensive,1584,108221
85,3.98,Harsh,29255,Suburban,Ford,Truck,2021,Basic,2,0,Minor,Good,Rain,Low,41099,Comprehensive,1298,119322
65,2.39,Smooth,17035,Urban,Toyota,Sedan,2010,Standard,0,0,None,Good,Clear,Low,10772,Comprehensive,1942,23043
84,0.54,Smooth,12242,Rural,Toyota,Coupe,2003,Basic,4,1,None,Good,Fog,High,7359,Third-Party,777,17916
66,3.71,Smooth,28197,Rural,Chevrolet,Truck,2006,Advanced,0,2,Minor,Poor,Clear,Low,7428,Third-Party,2417,21373
68,3.61,Smooth,24057,Highway,Tesla,Truck,2019,Standard,2,1,None,Good,Clear,Low,37825,Third-Party,705,108531
111,2.47,Smooth,29220,Urban,BMW,Truck,2015,Standard,4,2,Minor,Good,Clear,Moderate,15603,Comprehensive,721,52139
48,0.83,Moderate,13960,Highway,BMW,Hatchback,2006,Advanced,3,1,Minor,Good,Rain,Moderate,16774,Comprehensive,1132,35367
90,1.95,Moderate,14693,Rural,Honda,Coupe,2009,Basic,2,0,Minor,Moderate,Fog,High,15011,Third-Party,2278,36575
89,3.91,Smooth,9044,Rural,Mercedes,Sedan,2016,Standard,4,2,None,Moderate,Rain,High,38907,Pay-As-You-Drive,3233,136884
49,2.16,Moderate,20062,Urban,Honda,Convertible,2020,Standard,2,0,Major,Good,Clear,High,38106,Third-Party,1762,81907
115,0.83,Smooth,9193,Rural,Ford,Coupe,2007,Advanced,0,2,None,Poor,Clear,High,27008,Third-Party,566,69303
58,1.39,Smooth,10569,Rural,Chevrolet,SUV,2021,Standard,2,2,Minor,Good,Clear,Moderate,11122,Third-Party,2532,27046
56,2.93,Smooth,25820,Urban,Toyota,Hatchback,2023,Standard,4,1,None,Poor,Fog,Moderate,24311,Pay-As-You-Drive,1377,68075
67,1.65,Smooth,22739,Rural,BMW,Convertible,2001,Standard,3,1,None,Good,Rain,Low,40601,Pay-As-You-Drive,560,100289
105,2.69,Smooth,14748,Suburban,Toyota,SUV,2023,Standard,0,1,None,Good,Clear,Moderate,45468,Pay-As-You-Drive,2624,124942
92,2.4,Smooth,21644,Rural,BMW,Truck,2000,Advanced,0,0,Minor,Good,Rain,Low,49328,Pay-As-You-Drive,2673,116732
79,2.93,Smooth,18191,Rural,Chevrolet,Convertible,2009,Standard,1,0,Minor,Good,Clear,Moderate,40122,Comprehensive,2915,99911
60,1.36,Smooth,19170,Highway,BMW,SUV,2011,Basic,0,1,None,Moderate,Clear,Moderate,48836,Pay-As-You-Drive,1499,99661
33,0.73,Smooth,10722,Highway,Honda,Truck,2006,Standard,4,2,None,Good,Rain,Moderate,29090,Pay-As-You-Drive,1506,65660
39,0.69,Smooth,17578,Rural,BMW,Hatchback,2019,Advanced,3,1,Major,Poor,Clear,Moderate,15468,Comprehensive,1371,30901
